occupation,salary,level,vacation,happiness
QA Engineer,565712,Intermediate,True,4
BI Analyst,557721,Intermediate,False,1
QA Engineer,674831,Senior,True,3
Mobile Developer,748674,Junior,False,2
Mobile Developer,474008,Junior,True,2
HR Manager,263628,Senior,True,1
Software Engineer,369944,Intermediate,False,2
BI Analyst,381610,Intermediate,False,1
Software Engineer,121815,Senior,True,2
Mobile Developer,149272,Junior,False,1
QA Engineer,705221,Senior,True,4
AI Engineer,116843,Senior,False,1
HR Manager,294426,Senior,False,1
AI Engineer,465372,Intermediate,True,5
AI Engineer,515088,Junior,False,1
AI Engineer,709861,Intermediate,True,4
HR Manager,670496,Senior,True,3
Software Engineer,462703,Intermediate,False,1
Mobile Developer,117699,Senior,True,2
Software Engineer,475922,Senior,False,1
AI Engineer,207705,Junior,True,2
Mobile Developer,349946,Intermediate,True,1
AI Engineer,393544,Senior,False,1
Software Engineer,387836,Intermediate,False,2
BI Analyst,451609,Intermediate,False,2
AI Engineer,615667,Junior,True,2
HR Manager,682201,Junior,False,1
Software Engineer,550064,Junior,False,2
QA Engineer,726819,Junior,True,1
HR Manager,654531,Senior,False,2
Software Engineer,664400,Intermediate,True,4
Mobile Developer,419988,Junior,True,2
BI Analyst,311310,Senior,True,1
BI Analyst,312954,Senior,True,2
HR Manager,154606,Junior,False,1
HR Manager,443501,Intermediate,False,1
QA Engineer,646097,Junior,False,1
AI Engineer,375928,Intermediate,True,1
BI Analyst,495312,Intermediate,True,3
Software Engineer,629591,Intermediate,True,5
HR Manager,360927,Senior,False,2
QA Engineer,629803,Junior,False,2
AI Engineer,249527,Intermediate,True,2
Mobile Developer,586030,Senior,False,2
BI Analyst,712416,Intermediate,True,4
QA Engineer,590809,Senior,True,4
Mobile Developer,578193,Intermediate,True,4
QA Engineer,325808,Intermediate,False,1
Mobile Developer,546373,Senior,True,4
QA Engineer,681081,Intermediate,True,3
Mobile Developer,411756,Senior,True,1
QA Engineer,350060,Intermediate,True,2
Software Engineer,404115,Senior,True,1
AI Engineer,468040,Intermediate,True,4
Software Engineer,395668,Senior,False,1
BI Analyst,683217,Intermediate,True,3
HR Manager,664369,Intermediate,False,1
AI Engineer,613893,Senior,True,4
Mobile Developer,189819,Senior,True,2
AI Engineer,227561,Intermediate,True,1
QA Engineer,321418,Junior,True,2
BI Analyst,338627,Senior,False,1
BI Analyst,585441,Senior,False,1
QA Engineer,279234,Junior,True,1
QA Engineer,725496,Intermediate,True,3
QA Engineer,658141,Junior,False,1
QA Engineer,307442,Junior,True,1
Software Engineer,570401,Senior,False,2
Software Engineer,700048,Junior,True,1
QA Engineer,732336,Intermediate,False,2
BI Analyst,219961,Junior,False,1
Software Engineer,401587,Intermediate,True,1
Mobile Developer,436137,Intermediate,True,2
BI Analyst,529579,Senior,True,5
Software Engineer,392938,Junior,True,1
QA Engineer,557167,Junior,False,2
HR Manager,127292,Junior,False,1
QA Engineer,730988,Junior,True,2
BI Analyst,112922,Intermediate,True,1
BI Analyst,436835,Senior,True,1
HR Manager,711759,Intermediate,False,1
AI Engineer,611259,Intermediate,False,2
QA Engineer,356000,Intermediate,True,2
Mobile Developer,448761,Junior,True,2
BI Analyst,223851,Senior,True,2
AI Engineer,674762,Senior,False,1
HR Manager,243525,Junior,False,1
AI Engineer,363769,Junior,False,2
HR Manager,720518,Senior,True,3
Mobile Developer,595841,Junior,False,1
BI Analyst,333111,Junior,True,2
Mobile Developer,212022,Junior,True,1
BI Analyst,591083,Intermediate,True,4
BI Analyst,280908,Intermediate,True,2
QA Engineer,345912,Junior,False,2
AI Engineer,267024,Junior,True,2
AI Engineer,342488,Senior,False,2
QA Engineer,231340,Senior,True,1
BI Analyst,205695,Junior,True,1
HR Manager,481693,Senior,True,4
Software Engineer,685730,Intermediate,False,1
QA Engineer,746154,Intermediate,True,5
HR Manager,220894,Intermediate,True,2
Mobile Developer,658852,Junior,False,1
Software Engineer,459633,Junior,True,1
AI Engineer,232023,Intermediate,True,1
Software Engineer,712107,Junior,True,1
BI Analyst,290298,Senior,False,1
HR Manager,548614,Senior,False,2
AI Engineer,403002,Senior,True,1
HR Manager,702887,Senior,True,4
Software Engineer,271510,Intermediate,False,1
Mobile Developer,299910,Senior,True,1
QA Engineer,523611,Junior,False,2
AI Engineer,194819,Intermediate,True,1
AI Engineer,579189,Intermediate,False,2
AI Engineer,242662,Intermediate,False,2
QA Engineer,196231,Junior,False,2
Mobile Developer,721712,Intermediate,False,2
HR Manager,228263,Senior,True,1
HR Manager,697962,Intermediate,False,1
AI Engineer,452368,Intermediate,True,5
AI Engineer,229216,Senior,True,1
Mobile Developer,500052,Junior,False,2
Software Engineer,562250,Senior,False,1
Software Engineer,668250,Intermediate,True,5
HR Manager,725603,Junior,False,2
QA Engineer,386388,Senior,True,1
AI Engineer,426113,Junior,False,2
QA Engineer,410483,Senior,True,2
HR Manager,534088,Senior,False,1
Software Engineer,628008,Senior,True,5
Mobile Developer,600704,Senior,False,2
Mobile Developer,525104,Junior,True,2
BI Analyst,530166,Senior,False,1
Mobile Developer,157477,Senior,False,1
Software Engineer,271473,Intermediate,True,1
AI Engineer,578552,Junior,False,2
QA Engineer,475310,Intermediate,False,2
BI Analyst,621220,Intermediate,True,5
Software Engineer,651302,Senior,True,5
BI Analyst,624422,Junior,True,2
AI Engineer,168825,Senior,True,2
QA Engineer,186749,Senior,False,2
Mobile Developer,486622,Senior,True,3
HR Manager,324600,Junior,False,2
HR Manager,596468,Junior,True,2
HR Manager,172585,Junior,False,1
BI Analyst,397215,Intermediate,False,1
Mobile Developer,160922,Junior,False,2
BI Analyst,482358,Junior,False,1
QA Engineer,653883,Junior,False,2
BI Analyst,107296,Junior,False,2
HR Manager,699521,Junior,True,2
AI Engineer,696418,Intermediate,True,4
BI Analyst,618910,Junior,True,1
QA Engineer,723079,Junior,False,1
BI Analyst,410633,Intermediate,True,1
QA Engineer,270611,Senior,True,2
BI Analyst,695852,Junior,True,2
Software Engineer,376501,Junior,True,1
Mobile Developer,403523,Junior,True,1
HR Manager,383798,Intermediate,True,2
HR Manager,576276,Intermediate,False,2
Mobile Developer,593457,Intermediate,False,2
QA Engineer,659499,Intermediate,True,4
QA Engineer,578295,Junior,False,1
AI Engineer,635704,Intermediate,True,4
HR Manager,455273,Junior,False,2
AI Engineer,630443,Senior,True,4
AI Engineer,712749,Senior,True,3
AI Engineer,714104,Junior,False,2
BI Analyst,182024,Intermediate,True,2
BI Analyst,100239,Intermediate,False,1
BI Analyst,585326,Junior,False,2
AI Engineer,106645,Senior,False,1
Mobile Developer,693690,Intermediate,True,3
BI Analyst,239720,Junior,False,1
Mobile Developer,479558,Intermediate,True,3
HR Manager,614664,Junior,False,1
Mobile Developer,440476,Junior,True,1
AI Engineer,517877,Senior,False,2
Mobile Developer,710996,Senior,True,4
HR Manager,104242,Intermediate,True,1
QA Engineer,418614,Junior,True,1
AI Engineer,146331,Intermediate,True,1
Software Engineer,749272,Senior,True,5
AI Engineer,467414,Senior,False,1
QA Engineer,440637,Senior,True,2
QA Engineer,172585,Junior,False,1
Mobile Developer,509316,Intermediate,True,5
AI Engineer,181702,Intermediate,True,2
AI Engineer,237080,Intermediate,True,1
Software Engineer,243251,Senior,False,1
BI Analyst,632294,Senior,True,3
Mobile Developer,235047,Intermediate,False,2
AI Engineer,430393,Senior,True,2
HR Manager,437656,Intermediate,False,2
BI Analyst,326160,Junior,False,2
Mobile Developer,199459,Intermediate,True,1
Software Engineer,583274,Senior,False,2
QA Engineer,229512,Intermediate,False,1
HR Manager,383249,Intermediate,False,1
Software Engineer,718228,Junior,True,1
BI Analyst,505770,Junior,True,1
Mobile Developer,583388,Intermediate,False,2
Software Engineer,683702,Senior,False,2
BI Analyst,746014,Intermediate,True,3
Mobile Developer,226606,Senior,True,2
Mobile Developer,505478,Intermediate,True,3
AI Engineer,555230,Junior,True,2
QA Engineer,728015,Junior,True,2
AI Engineer,348632,Junior,True,1
QA Engineer,601376,Junior,False,2
AI Engineer,115865,Junior,False,2
HR Manager,350655,Intermediate,False,2
Mobile Developer,199183,Junior,False,1
QA Engineer,116743,Junior,True,1
HR Manager,299419,Intermediate,True,2
BI Analyst,564335,Junior,False,2
BI Analyst,688859,Senior,False,1
AI Engineer,628064,Junior,True,2
AI Engineer,401919,Intermediate,False,2
Mobile Developer,566990,Junior,True,1
Software Engineer,454412,Senior,True,3
Software Engineer,132282,Senior,False,2
Mobile Developer,643515,Junior,True,2
AI Engineer,601992,Junior,False,2
BI Analyst,256434,Senior,False,2
Software Engineer,351320,Intermediate,False,2
AI Engineer,645850,Junior,False,1
Software Engineer,408847,Junior,True,2
QA Engineer,118825,Senior,True,2
AI Engineer,407394,Junior,False,1
BI Analyst,647845,Senior,False,2
BI Analyst,546179,Junior,False,2
AI Engineer,441604,Senior,False,2
HR Manager,482141,Senior,True,3
HR Manager,657221,Senior,False,1
Software Engineer,575297,Senior,False,2
BI Analyst,515153,Senior,True,3
Mobile Developer,508893,Senior,False,1
Mobile Developer,278321,Junior,True,2
QA Engineer,285993,Junior,True,1
BI Analyst,584144,Intermediate,False,1
Software Engineer,610543,Senior,True,3
Software Engineer,505747,Senior,True,4
BI Analyst,530785,Intermediate,True,4
QA Engineer,588326,Senior,False,2
BI Analyst,652508,Senior,False,2
Software Engineer,710636,Senior,False,2
BI Analyst,475664,Intermediate,True,4
Software Engineer,503945,Senior,False,1
BI Analyst,403400,Intermediate,False,2
AI Engineer,434117,Junior,False,1
AI Engineer,257857,Intermediate,True,2
Mobile Developer,747616,Intermediate,True,5
QA Engineer,308959,Junior,False,2
HR Manager,293536,Senior,True,2
Mobile Developer,657990,Senior,False,1
QA Engineer,243208,Intermediate,True,1
Software Engineer,275720,Senior,False,2
Mobile Developer,480058,Junior,False,1
BI Analyst,276547,Intermediate,True,2
Mobile Developer,203766,Junior,True,1
HR Manager,267424,Junior,False,1
HR Manager,240902,Senior,False,2
Software Engineer,297178,Senior,True,2
Software Engineer,646468,Intermediate,False,1
AI Engineer,128273,Junior,False,1
AI Engineer,560373,Intermediate,True,3
Mobile Developer,425328,Senior,False,2
QA Engineer,242345,Intermediate,False,2
Mobile Developer,202036,Junior,False,1
Mobile Developer,656695,Intermediate,False,2
Software Engineer,134550,Senior,True,1
Mobile Developer,182855,Intermediate,True,1
QA Engineer,511465,Senior,True,4
HR Manager,523755,Junior,False,2
Software Engineer,382914,Junior,False,2
QA Engineer,223902,Senior,False,1
QA Engineer,604227,Senior,True,5
Software Engineer,593299,Intermediate,True,5
HR Manager,348356,Senior,True,1
BI Analyst,226306,Senior,True,1
Software Engineer,455310,Senior,False,1
Software Engineer,404596,Intermediate,True,1
Mobile Developer,219103,Intermediate,False,1
AI Engineer,125165,Intermediate,True,1
Mobile Developer,175120,Junior,False,2
BI Analyst,283746,Senior,False,2
AI Engineer,181904,Junior,False,2
QA Engineer,139584,Junior,False,1
QA Engineer,252178,Senior,False,1
Software Engineer,409673,Senior,False,1
Software Engineer,376335,Intermediate,False,2
BI Analyst,288286,Senior,False,1
AI Engineer,600536,Intermediate,True,4
QA Engineer,140197,Junior,True,2
Mobile Developer,528796,Senior,False,2
HR Manager,408207,Senior,False,2
BI Analyst,535264,Intermediate,False,2
AI Engineer,207125,Junior,False,2
Mobile Developer,138966,Junior,True,1
BI Analyst,420166,Junior,True,1
Software Engineer,578644,Senior,False,1
AI Engineer,159184,Junior,False,1
Software Engineer,126037,Intermediate,False,2
Mobile Developer,326138,Senior,True,1
QA Engineer,602197,Junior,True,2
Mobile Developer,484115,Intermediate,False,2
BI Analyst,349164,Intermediate,False,1
BI Analyst,609838,Junior,False,2
AI Engineer,478118,Senior,True,4
Mobile Developer,376729,Intermediate,False,2
BI Analyst,498281,Senior,True,5
Software Engineer,461012,Intermediate,False,1
Mobile Developer,129053,Junior,True,1
AI Engineer,504818,Intermediate,False,2
QA Engineer,652711,Junior,True,2
Software Engineer,711090,Senior,False,2
Mobile Developer,207640,Senior,True,1
QA Engineer,661994,Intermediate,True,4
QA Engineer,263657,Junior,True,1
QA Engineer,253161,Intermediate,True,1
BI Analyst,481866,Junior,True,1
HR Manager,152265,Intermediate,False,1
Software Engineer,530183,Intermediate,True,4
QA Engineer,399870,Intermediate,False,1
Software Engineer,601441,Junior,True,2
HR Manager,369126,Intermediate,True,1
AI Engineer,119892,Intermediate,False,2
BI Analyst,355832,Junior,True,1
Software Engineer,199219,Junior,True,2
HR Manager,333688,Intermediate,False,1
HR Manager,606706,Senior,True,5
BI Analyst,288999,Intermediate,True,1
AI Engineer,105888,Junior,False,1
QA Engineer,333162,Senior,False,1
Mobile Developer,446308,Intermediate,True,1
HR Manager,741077,Senior,False,1
Software Engineer,215988,Junior,True,2
Mobile Developer,308799,Intermediate,True,1
QA Engineer,268842,Senior,True,1
HR Manager,348484,Junior,False,1
Software Engineer,498417,Intermediate,True,3
HR Manager,383163,Intermediate,False,1
HR Manager,486653,Senior,True,3
BI Analyst,722102,Junior,False,2
BI Analyst,487295,Intermediate,False,1
BI Analyst,568555,Intermediate,True,5
BI Analyst,459150,Junior,True,1
Software Engineer,660028,Intermediate,False,1
BI Analyst,617036,Intermediate,False,1
HR Manager,402623,Senior,False,1
BI Analyst,109372,Junior,True,1
Software Engineer,472203,Senior,True,4
BI Analyst,407427,Intermediate,True,2
AI Engineer,272362,Junior,False,1
HR Manager,404406,Senior,False,2
Mobile Developer,473002,Senior,True,4
Software Engineer,724445,Senior,False,1
HR Manager,737375,Senior,False,1
Mobile Developer,383304,Junior,False,1
AI Engineer,595390,Intermediate,True,4
BI Analyst,626493,Senior,False,1
BI Analyst,602683,Junior,False,2
BI Analyst,615368,Junior,True,2
BI Analyst,193364,Intermediate,True,2
Mobile Developer,564495,Junior,False,1
Software Engineer,108519,Junior,False,2
QA Engineer,239333,Intermediate,True,1
AI Engineer,480468,Junior,False,2
QA Engineer,272626,Junior,True,2
Mobile Developer,103433,Senior,False,2
AI Engineer,218196,Intermediate,False,1
BI Analyst,367321,Intermediate,True,2
BI Analyst,274907,Senior,False,2
HR Manager,258796,Intermediate,True,1
QA Engineer,205467,Junior,True,1
Software Engineer,526175,Intermediate,True,3
QA Engineer,660612,Intermediate,False,2
QA Engineer,375589,Junior,False,1
Software Engineer,680190,Junior,False,1
AI Engineer,646797,Junior,True,2
Mobile Developer,258746,Intermediate,True,2
BI Analyst,708574,Senior,True,3
HR Manager,189365,Senior,True,2
Software Engineer,630256,Senior,False,1
BI Analyst,162668,Senior,True,1
Software Engineer,238501,Intermediate,False,1
Mobile Developer,219642,Senior,True,1
Mobile Developer,634049,Intermediate,False,1
Mobile Developer,246832,Intermediate,True,2
HR Manager,743837,Senior,False,2
AI Engineer,578925,Intermediate,True,5
QA Engineer,542470,Senior,True,5
BI Analyst,169521,Senior,False,1
QA Engineer,406851,Intermediate,True,2
HR Manager,665651,Junior,False,1
HR Manager,405037,Intermediate,False,2
HR Manager,242211,Junior,True,1
BI Analyst,581086,Junior,False,2
Software Engineer,170905,Intermediate,True,1
HR Manager,460689,Junior,False,1
QA Engineer,607028,Senior,False,1
BI Analyst,222189,Junior,True,2
AI Engineer,183649,Intermediate,False,1
Mobile Developer,543536,Intermediate,True,5
Software Engineer,711899,Senior,True,3
QA Engineer,495376,Junior,False,1
AI Engineer,566922,Senior,False,2
AI Engineer,638441,Intermediate,False,1
Software Engineer,135513,Intermediate,False,2
BI Analyst,650682,Junior,False,1
HR Manager,419293,Senior,False,2
AI Engineer,278932,Senior,True,1
Software Engineer,561500,Junior,True,2
Software Engineer,168167,Junior,True,1
BI Analyst,410459,Senior,False,2
HR Manager,134761,Intermediate,False,2
HR Manager,709828,Junior,False,1
QA Engineer,345904,Senior,True,2
AI Engineer,212822,Junior,True,1
HR Manager,358813,Intermediate,True,2
Software Engineer,216874,Junior,False,2
Mobile Developer,655848,Intermediate,False,2
AI Engineer,638620,Senior,True,4
Software Engineer,346884,Senior,True,2
HR Manager,176198,Intermediate,False,2
AI Engineer,610838,Intermediate,True,4
Mobile Developer,491862,Senior,True,4
Mobile Developer,210683,Senior,True,2
AI Engineer,284825,Junior,True,2
BI Analyst,305362,Senior,True,1
Mobile Developer,248103,Senior,True,1
BI Analyst,716347,Intermediate,True,3
BI Analyst,258960,Junior,False,2
BI Analyst,632821,Senior,True,4
Mobile Developer,177462,Intermediate,True,2
AI Engineer,664756,Junior,False,2
QA Engineer,635617,Intermediate,True,5
BI Analyst,725208,Intermediate,False,1
Software Engineer,695877,Senior,True,5
Mobile Developer,148557,Intermediate,True,2
HR Manager,271043,Junior,True,2
Software Engineer,361247,Junior,False,1
AI Engineer,696191,Intermediate,True,4
AI Engineer,393426,Senior,True,1
Software Engineer,699571,Intermediate,False,1
BI Analyst,471687,Senior,False,2
Software Engineer,367984,Intermediate,False,1
Software Engineer,725234,Senior,True,3
BI Analyst,367834,Intermediate,True,2
BI Analyst,741506,Intermediate,True,3
HR Manager,552428,Senior,False,2
BI Analyst,205785,Intermediate,False,2
QA Engineer,591612,Junior,True,2
HR Manager,190658,Intermediate,True,1
Software Engineer,713488,Senior,False,2
Software Engineer,120462,Senior,False,1
BI Analyst,662424,Senior,False,1
BI Analyst,719298,Junior,False,2
BI Analyst,394672,Junior,True,1
BI Analyst,542460,Intermediate,False,1
HR Manager,265906,Intermediate,True,1
Mobile Developer,520145,Junior,False,1
QA Engineer,600445,Senior,False,1
Mobile Developer,618131,Junior,True,1
